date,eod_equity,peak_equity,drawdown_%,daily_change_%,long_stop,short_entered
2022-07-06,100000.0,100000.0,0.0,0.0,False,False
2022-07-07,113853.63921785913,113853.63921785913,0.0,13.853639217859136,False,False
2022-07-08,115547.54760627792,115547.54760627792,0.0,15.547547606277924,False,False
2022-07-11,107985.50052272211,115547.54760627792,6.544532740169509,7.985500522722111,False,False
2022-07-12,107864.51382581748,115547.54760627792,6.64924002250568,7.864513825817476,False,False
2022-07-13,110299.48347623122,115547.54760627792,4.541908710974285,10.29948347623122,False,False
2022-07-14,116848.1900849107,116848.1900849107,0.0,16.848190084910698,False,False
2022-07-15,124848.76071438457,124848.76071438457,0.0,24.848760714384575,False,False
2022-07-18,122444.07322510457,124848.76071438457,1.9260803835940188,22.444073225104578,False,False
2022-07-19,137174.85416655336,137174.85416655336,0.0,37.17485416655335,False,False
2022-07-20,145114.97876345163,145114.97876345163,0.0,45.11497876345163,False,False
2022-07-21,150907.48302956935,150907.48302956935,0.0,50.907483029569356,False,False
2022-07-22,142967.38209060943,150907.48302956935,5.261568730428105,42.96738209060944,False,False
2022-07-25,140849.9729471474,150907.48302956935,6.66468612457822,40.84997294714741,False,False
2022-07-26,135707.82540725367,150907.48302956935,10.072169595020952,35.70782540725366,False,False
2022-07-27,151421.68832038343,151421.68832038343,0.0,51.42168832038343,False,False
2022-07-28,155716.9053240061,155716.9053240061,0.0,55.716905324006106,False,False
2022-07-29,158681.22134580076,158681.22134580076,0.0,58.68122134580076,False,False
2022-08-01,159407.14152722876,159407.14152722876,0.0,59.407141527228745,False,False
2022-08-02,158666.08026523388,159407.14152722876,0.46488586075567884,58.66608026523388,False,False
2022-08-03,167241.4205077893,167241.4205077893,0.0,67.2414205077893,False,False
2022-08-04,170977.03263683576,170977.03263683576,0.0,70.97703263683577,False,False
2022-08-05,168451.3111347743,170977.03263683576,1.4772285277790693,68.4513111347743,False,False
2022-08-08,162084.1082293902,170977.03263683576,5.20123917832555,62.08410822939019,False,False
2022-08-09,146929.8738487751,170977.03263683576,14.064554997359258,46.92987384877512,False,False
2022-08-10,160980.03956080452,170977.03263683576,5.84698010127792,60.980039560804514,False,False
2022-08-11,160904.42878972375,170977.03263683576,5.8912028661222315,60.90442878972375,False,False
2022-08-12,171098.01933374046,171098.01933374046,0.0,71.09801933374047,False,False
2022-08-15,172776.8102995308,172776.8102995308,0.0,72.77681029953081,False,False
2022-08-16,168572.3214896174,172776.8102995308,2.43347981863097,68.57232148961741,False,False
2022-08-17,160662.4790538528,172776.8102995308,7.011549307268876,60.66247905385278,False,False
2022-08-18,165698.75731947037,172776.8102995308,4.096645242952288,65.69875731947037,False,False
2022-08-19,155399.32115911596,172776.8102995308,10.057767075505518,55.399321159115964,False,False
2022-08-22,143012.7343584949,172776.8102995308,17.22689282747844,43.01273435849491,False,False
2022-08-23,145235.98911829467,172776.8102995308,15.940114378480871,45.235989118294675,False,False
2022-08-24,145009.08583123703,172776.8102995308,16.071441775175067,45.009085831237016,False,False
2022-08-25,156594.0943634725,172776.8102995308,9.366254596321967,56.594094363472514,False,False
2022-08-26,136766.4708341387,172776.8102995308,20.84211382474509,36.76647083413869,False,False
2022-08-29,130520.30194153599,172776.8102995308,24.45728005091524,30.520301941535987,False,False
2022-08-30,126739.29022872732,172776.8102995308,26.645659212594285,26.73929022872732,False,False
2022-08-31,124516.05912686593,172776.8102995308,27.932423968817723,24.51605912686594,False,False
2022-09-01,117422.88872417712,172776.8102995308,32.037818894439916,17.42288872417712,False,False
2022-09-02,114307.35116022079,172776.8102995308,33.84103401257709,14.307351160220794,False,False
2022-09-06,110798.57134441676,172776.8102995308,35.87185042232623,10.798571344416775,False,False
2022-09-07,115759.23883895355,172776.8102995308,33.00070846413357,15.759238838953538,False,False
2022-09-08,120039.3620778862,172776.8102995308,30.52345284660451,20.039362077886192,False,False
2022-09-09,127979.46301684607,172776.8102995308,25.927870299852607,27.97946301684606,False,False
2022-09-12,128796.15870786014,172776.8102995308,25.455182044062823,28.796158707860144,False,False
2022-09-13,109225.67331084098,172776.8102995308,36.78221451045181,9.225673310840987,False,False
2022-09-14,112583.20792654499,172776.8102995308,34.838936005724655,12.583207926544993,False,False
2022-09-15,107017.58328954643,172776.8102995308,38.06021589123118,7.017583289546425,False,False
2022-09-16,108393.83653926,172776.8102995308,37.26366614168571,8.393836539260002,False,False
2022-09-19,110420.4701731359,172776.8102995308,36.09068833849414,10.420470173135898,False,False
2022-09-20,106125.27682745154,172776.8102995308,38.576666253144886,6.125276827451542,False,False
2022-09-21,103569.32048013313,172776.8102995308,40.05600618475222,3.56932048013312,False,False
2022-09-22,98000.0,172776.8102995308,43.27942515543353,-2.0000000000000018,True,False
2022-09-23,98000.0,172776.8102995308,43.27942515543353,0.0,False,False
2022-09-26,95281.7865813406,172776.8102995308,44.85267645805165,-2.7736871618973535,True,True
2022-09-27,95281.7865813406,172776.8102995308,44.85267645805165,0.0,False,False
2022-09-28,98922.53452289858,172776.8102995308,42.7454793548951,3.821032405233016,False,False
2022-09-29,91508.6278327195,172776.8102995308,47.036510470312805,-3.960000000000008,True,True
2022-09-30,91508.6278327195,172776.8102995308,47.036510470312805,0.0,False,False
2022-10-03,101355.49127154914,172776.8102995308,41.337329300247895,10.760584736151868,False,False
2022-10-04,113515.78687112955,172776.8102995308,34.29917668098204,24.049272248557575,False,False
2022-10-05,116452.04652349735,172776.8102995308,32.5997242791942,27.257996629973704,False,False
2022-10-06,114405.57025583507,172776.8102995308,33.78418662927142,25.021621420192062,False,False
2022-10-07,96669.3575455605,172776.8102995308,44.049576226131414,5.6396099854922666,False,False
2022-10-10,89678.45527606511,172776.8102995308,48.09578026090655,-2.0000000000000018,True,False
2022-10-11,89678.45527606511,172776.8102995308,48.09578026090655,0.0,False,False
2022-10-12,88063.14200309542,172776.8102995308,49.03069349965042,-1.801227806608774,False,False
2022-10-13,96246.21201589824,172776.8102995308,44.294484978022766,7.323672915211388,False,False
2022-10-14,87884.88617054382,172776.8102995308,49.13386465568841,-1.9999999999999907,True,False
2022-10-17,87884.88617054382,172776.8102995308,49.13386465568841,0.0,False,False
2022-10-18,87944.33588830117,172776.8102995308,49.09945626624408,0.06764498464728597,False,False
2022-10-19,90071.47238444936,172776.8102995308,47.86830927813814,2.4880116584123257,False,False
2022-10-20,92183.6708301865,172776.8102995308,46.64580815540334,4.891381040536058,False,False
2022-10-21,101420.90049814782,172776.8102995308,41.2994716580763,15.401981975987166,False,False
2022-10-24,102298.47605780969,172776.8102995308,40.79154726814198,16.400533146616112,False,False
2022-10-25,106701.38497849513,172776.8102995308,38.24322558477925,21.410392193530537,False,False
2022-10-26,103934.6812056361,172776.8102995308,39.84454220132206,18.262292567515036,False,False
2022-10-27,100439.15414146073,172776.8102995308,41.867688165248246,14.284899847915721,False,False
2022-10-28,110985.30139170057,172776.8102995308,35.76377454862531,26.284855369021653,False,False
2022-10-31,105689.92539692498,172776.8102995308,38.828639553133364,20.259500810901486,False,False
2022-11-01,107638.52659587073,172776.8102995308,37.70082547000057,22.476720726467402,False,False
2022-11-02,99516.92730650483,172776.8102995308,42.401455881735835,13.235542131087952,False,False
2022-11-03,96289.07521418094,172776.8102995308,44.269676557142446,9.562723933360374,False,False
2022-11-04,108932.5991997034,172776.8102995308,36.951840347755734,23.949183922609542,False,False
2022-11-07,114555.23949203565,172776.8102995308,33.69756086280363,30.34691684044175,False,False
2022-11-08,120817.54013304389,172776.8102995308,30.073057881094595,37.472488612652995,False,False
2022-11-09,112755.43709741792,172776.8102995308,34.73925296922551,28.2990079529851,False,False
2022-11-10,142237.1221990715,172776.8102995308,17.675802700324663,61.84480449010903,False,False
2022-11-11,152664.32347781412,172776.8102995308,11.640732796750386,73.70941709085615,False,False
2022-11-14,149555.5104289527,172776.8102995308,13.440055890788235,70.17204771561607,False,False
2022-11-15,159804.2229464755,172776.8102995308,7.5082919580270415,81.83356650922843,False,False
2022-11-16,147725.92500547803,172776.8102995308,14.498985859632347,68.09025014700536,False,False
2022-11-17,150165.36448078047,172776.8102995308,13.08708372353355,70.8659714133089,False,False
2022-11-18,150760.39682215368,172776.8102995308,12.742690086249908,71.5430301970212,False,False
2022-11-21,145048.4772472246,172776.8102995308,16.048642757228574,65.04371066232339,False,False
2022-11-22,154374.91639380896,172776.8102995308,10.65067347511497,75.65581878804375,False,False
2022-11-23,157245.7444277106,172776.8102995308,8.98909167549459,78.92239642043744,False,False
2022-11-25,153333.72031936442,172776.8102995308,11.2532983717313,74.47109167532489,False,False
2022-11-28,145569.07528444682,172776.8102995308,15.747330308920434,65.63607421868277,False,False
2022-11-29,144691.49972478495,172776.8102995308,16.255254698854753,64.63752304805384,False,False
2022-11-30,162972.50898108556,172776.8102995308,5.674547007464848,85.43860734464795,False,False
2022-12-01,161886.66163134703,172776.8102995308,6.303015230634424,84.2030736857303,False,False
2022-12-02,157245.7444277106,172776.8102995308,8.98909167549459,78.92239642043744,False,False
2022-12-05,153274.22406562447,172776.8102995308,11.287733695335673,74.40339373961326,False,False
2022-12-06,146059.96009678603,172776.8102995308,15.463215321794443,66.19462852048459,False,False
2022-12-07,145985.57232861762,172776.8102995308,15.506269576609919,66.10998624419597,False,False
2022-12-08,154181.55938615196,172776.8102995308,10.762584910059159,75.43580711586408,False,False
2022-12-09,151533.8248527815,172776.8102995308,12.295044346473274,72.42307688573959,False,False
2022-12-12,157364.7602031817,172776.8102995308,8.920207561205885,79.05781876739269,False,False
2022-12-13,162913.01272734557,172776.8102995308,5.708982331069238,85.3709094089363,False,False
2022-12-14,157082.14718091924,172776.8102995308,9.08377871509657,78.73624695387969,False,False
2022-12-15,144408.8634345312,172776.8102995308,16.418839319825455,64.31592475900867,False,False
2022-12-16,141924.79595192597,172776.8102995308,17.85657131539753,61.4894234220384,False,False
2022-12-19,138165.31679450627,172776.8102995308,20.03248783504051,57.21169226571159,False,False
2022-12-20,136630.83930461927,172776.8102995308,20.92061482802458,55.465683871379376,False,False
2022-12-21,143611.21342496583,172776.8102995308,16.88050428990017,63.40831704132044,False,False
2022-12-22,130372.6105620876,172776.8102995308,24.54276107073054,48.34474531729474,False,False
2022-12-23,130342.50178135253,172776.8102995308,24.56018747227301,48.310485978690544,False,False
2022-12-27,124866.54290614056,172776.8102995308,27.72957048479575,42.07965481554188,False,False
2022-12-28,121045.40357179052,172776.8102995308,29.941174766484714,37.73176349901337,False,False
2022-12-29,130733.68325099495,172776.8102995308,24.333778923021377,48.75559262522282,False,False
2022-12-30,129530.16966928035,172776.8102995308,25.030350169838673,47.38617220021466,False,False
2023-01-03,127183.31353133859,172776.8102995308,26.388666794548428,44.71579707634228,False,False
2023-01-04,134885.7632255261,172776.8102995308,21.930632362245657,53.48004543554325,False,False
2023-01-05,129319.54781208292,172776.8102995308,25.152254178155697,47.146515683178606,False,False
2023-01-06,142663.41506757733,172776.8102995308,17.429072327326818,62.329862714658105,False,False
2023-01-09,149598.64928481262,172776.8102995308,13.415087924436072,70.22113335222508,False,False
2023-01-10,153825.95467519868,172776.8102995308,10.968402293964322,75.03118155799146,False,False
2023-01-11,157692.23391265998,172776.8102995308,8.730671877041695,79.43043540689405,False,False
2023-01-12,162686.77804798965,172776.8102995308,5.839922750077853,85.11348780982664,False,False
2023-01-13,163905.3227520805,172776.8102995308,5.134651769569324,86.50001142860478,False,False
2023-01-17,165921.23824984115,172776.8102995308,3.967877423946326,88.79382505868523,False,False
2023-01-18,163785.02723708813,172776.8102995308,5.204276573259027,86.36313292738109,False,False
2023-01-19,155480.79748405196,172776.8102995308,10.010610096050494,76.91414788014383,False,False
2023-01-20,166252.20215801353,172776.8102995308,3.7763216777795696,89.17041302800925,False,False
2023-01-23,182379.20038822078,182379.20038822078,0.0,107.5205514112032,False,False
2023-01-24,179836.80005144037,182379.20038822078,1.394018797850051,104.62767591512892,False,False
2023-01-25,180197.82620436524,182379.20038822078,1.1960652197247108,105.03847027199282,False,False
2023-01-26,186576.42026586318,186576.42026586318,0.0,112.29636675389764,False,False
2023-01-27,184199.50188316897,186576.42026586318,1.2739650483738585,109.59178524248543,False,False
2023-01-30,175579.38588031926,186576.42026586318,5.894118007984953,99.78336837075838,False,False
2023-01-31,180919.9483141888,186576.42026586318,3.0317185545816323,105.86013841231706,False,False
2023-02-01,197738.95987348453,197738.95987348453,0.0,124.99768559723101,False,False
2023-02-02,205727.2335727333,205727.2335727333,0.0,134.08715939338208,False,False
2023-02-03,198716.79720763428,205727.2335727333,3.4076365308341767,126.11031983590112,False,False
2023-02-06,192488.65397784626,205727.2335727333,6.435015610223835,119.02361414488838,False,False
2023-02-07,203545.9059248602,205727.2335727333,1.0603008702306262,131.6051312052359,False,False
2023-02-08,196114.24911335766,205727.2335727333,4.672684453308922,123.14900508921505,False,False
2023-02-09,197588.5323097659,205727.2335727333,3.956064115395798,124.82652128187111,False,False
2023-02-10,191315.2259088754,205727.2335727333,7.005396132332006,117.68842658295222,False,False
2023-02-13,196836.32468719862,205727.2335727333,4.3216975852598365,123.97062027847494,False,False
2023-02-14,204854.70716718226,205727.2335727333,0.4241180860688331,133.09435341322998,False,False
2023-02-15,204839.67604480608,205727.2335727333,0.4314244218004452,133.07725021946007,False,False
2023-02-16,194504.52293962432,205727.2335727333,5.455140983627367,121.31737482390457,False,False
2023-02-17,189449.83104679856,205727.2335727333,7.912128230791568,115.56588317036022,False,False
2023-02-21,178347.4391966734,205727.2335727333,13.308784598214112,102.9330035776387,False,False
2023-02-22,176617.41750794766,205727.2335727333,14.149714434620094,100.96449481110454,False,False
2023-02-23,189103.78948026733,205727.2335727333,8.08033229426034,115.17213905620194,False,False
2023-02-24,182589.84551340953,205727.2335727333,11.24663354360604,107.7602344037714,False,False
2023-02-27,184199.50188316897,205727.2335727333,10.464210943639294,109.59178524248543,False,False
2023-02-28,184380.03822762263,205727.2335727333,10.376455744039124,109.79720889644943,False,False
2023-03-01,184620.72232957254,205727.2335727333,10.25946389139516,110.07107180102538,False,False
2023-03-02,187809.99609233026,205727.2335727333,8.709220052807709,113.69999356644568,False,False
2023-03-03,192744.3924701637,205727.2335727333,6.310706111731003,119.31460671876638,False,False
2023-03-06,189464.8389011835,205727.2335727333,7.904833205177156,115.58295988859801,False,False
2023-03-07,185387.96107451606,205727.2335727333,9.886524085799483,110.94407599819154,False,False
2023-03-08,194835.51011578803,205727.2335727333,5.294254566007463,121.69398926876079,False,False
2023-03-09,187734.81721245783,205727.2335727333,8.745763041583112,113.6144511220639,False,False
2023-03-10,181852.64574522717,205727.2335727333,11.60497198785568,106.92141011861298,False,False
2023-03-13,181611.96164327732,205727.2335727333,11.721963840499614,106.64754721403713,False,False
2023-03-14,192308.14090138386,205727.2335727333,6.522759499706791,118.81821696645645,False,False
2023-03-15,188171.06878123764,205727.2335727333,8.533709653607337,114.11084087437385,False,False
2023-03-16,202733.5272768055,205727.2335727333,1.4551823032556406,130.68076447569575,False,False
2023-03-17,200807.93812124987,205727.2335727333,2.391173674993422,128.48972886142764,False,False
2023-03-20,204598.94540687365,205727.2335727333,0.5484388946788358,132.8033343638199,False,False
2023-03-21,205802.4822565795,205802.4822565795,0.0,134.1727812643602,False,False
2023-03-22,203350.31519003902,205802.4822565795,1.1915148153962978,131.38257788196975,False,False
2023-03-23,213429.70653491205,213429.70653491205,0.0,142.85143422811512,False,False
2023-03-24,207276.76545298775,213429.70653491205,2.882888788922094,135.8502974570163,False,False
2023-03-27,202808.72942466917,213429.70653491205,4.976334964179665,130.76633339560965,False,False
2023-03-28,200176.07254965755,213429.70653491205,6.209835641172344,127.7707593103194,False,False
2023-03-29,211880.1513866663,213429.70653491205,0.7260259939458317,141.08826968894874,False,False
2023-03-30,217431.3124097419,217431.3124097419,0.0,147.40466977201123,False,False
2023-03-31,220169.35001732613,220169.35001732613,0.0,150.52015154241593,False,False
2023-04-03,217912.82022158944,220169.35001732613,1.0249064166102633,147.952554434356,False,False
2023-04-04,211865.14353228128,220169.35001732613,3.771735931632335,141.07119297071085,False,False
2023-04-05,205080.38341474725,220169.35001732613,6.853345663868043,133.3511395995681,False,False
2023-04-06,203937.01759052888,220169.35001732613,7.372657649904428,132.05015842517187,False,False
2023-04-10,209683.79261641702,220169.35001732613,4.762496414729821,138.58913830703267,False,False
2023-04-11,207637.8381418952,220169.35001732613,5.691760399185798,136.26114476494448,False,False
2023-04-12,200822.9692436261,220169.35001732613,8.787045413985899,128.50683205519755,False,False
2023-04-13,203861.83871065642,220169.35001732613,7.406803583417218,131.96461598079003,False,False
2023-04-14,203455.62611863774,220169.35001732613,7.5913036475663445,131.50240614048778,False,False
2023-04-17,203184.8332359529,220169.35001732613,7.714296644849364,131.19428389730783,False,False
2023-04-18,204884.79267992603,220169.35001732613,6.942182159413781,133.128586276302,False,False
2023-04-19,201274.2984707647,220169.35001732613,8.582053562439313,129.0203779523417,False,False
2023-04-20,201695.49564917706,220169.35001732613,8.390747561681623,129.49963803534956,False,False
2023-04-21,197829.21641171578,220169.35001732613,10.146795457157094,125.100384186447,False,False
2023-04-24,195828.40184030522,220169.35001732613,11.055557085991039,122.82375317673288,False,False
2023-04-25,184049.05105145898,220169.35001732613,16.405689058456442,109.42059445159332,False,False
2023-04-26,186561.38914348691,220169.35001732613,15.264595581171697,112.2792635601277,False,False
2023-04-27,190066.5956920408,220169.35001732613,13.67254539422331,116.26767010110211,False,False
2023-04-28,196189.45126122134,220169.35001732613,10.891569945688488,123.23457400912892,False,False
2023-05-01,199032.75326142175,220169.35001732613,9.600154042440986,126.46983108698744,False,False
2023-05-02,195783.28520518527,220169.35001732613,11.076048873388512,122.772417119891,False,False
2023-05-03,191947.06821247644,220169.35001732613,12.818442622748691,118.4073696585283,False,False
2023-05-04,190713.49238600937,220169.35001732613,13.378727615355517,117.00374284598026,False,False
2023-05-05,198461.0819833082,220169.35001732613,9.859804751346912,125.81935373755533,False,False
2023-05-08,200537.12197057373,220169.35001732613,8.916876052551114,128.1815801427155,False,False
2023-05-09,194730.19918718934,220169.35001732613,11.554356148180872,121.57416101024276,False,False
2023-05-10,197738.95987348453,220169.35001732613,10.187789600176611,124.99768559723101,False,False
2023-05-11,194429.34405975195,220169.35001732613,11.691003291579221,121.23183237952287,False,False
2023-05-12,194008.12361334835,220169.35001732613,11.882319860561443,120.75254582098283,False,False
2023-05-15,203696.33348857894,220169.35001732613,7.4819753646231195,131.77629552059588,False,False
2023-05-16,203606.07695034772,220169.35001732613,7.5229695076426255,131.6735969313799,False,False
2023-05-17,213865.95810369187,220169.35001732613,2.862974302798376,143.34782398042503,False,False
2023-05-18,227525.75814498245,227525.75814498245,0.0,158.89065578745866,False,False
2023-05-19,225299.3371299808,227525.75814498245,0.9785358076174188,156.35731801800281,False,False
2023-05-22,224968.3732218084,227525.75814498245,1.1239979789648458,155.9807300486788,False,False
2023-05-23,219191.48941518518,227525.75814498245,3.6630000918342467,149.40749082821375,False,False
2023-05-24,213384.5898997921,227525.75814498245,6.215194429186082,142.8000981712732,False,False
2023-05-25,246842.09994192127,246842.09994192127,0.0,180.86979536266932,False,False
2023-05-26,267602.5928865421,267602.5928865421,0.0,204.49216531639985,False,False
2023-05-30,269738.87370326894,269738.87370326894,0.0,206.92293687430038,False,False
2023-05-31,258486.00775344248,269738.87370326894,4.171762784998271,194.11884001515455,False,False
2023-06-01,265015.0526466504,269738.87370326894,1.7512570553012146,201.5479272879515,False,False
2023-06-02,263931.92765189335,269738.87370326894,2.1528028094918294,200.31549126629562,False,False
2023-06-05,258425.836727955,269738.87370326894,4.194069923995845,194.0503742890106,False,False
2023-06-06,261494.83824371162,269738.87370326894,3.056302321713671,197.54244402873934,False,False
2023-06-07,258997.57781004245,269738.87370326894,3.982108972933075,194.70093106503913,False,False
2023-06-08,264022.16092213325,269738.87370326894,2.119350727112646,200.4181633799794,False,False
2023-06-09,266038.0531519026,269738.87370326894,1.3720011878738196,202.71195053452774,False,False
2023-06-12,279096.09640233585,279096.09640233585,0.0,217.57007212905725,False,False
2023-06-13,285384.4571935939,285384.4571935939,0.0,224.72529649727826,False,False
2023-06-14,292394.91682668414,292394.91682668414,0.0,232.70216253029125,False,False
2023-06-15,289025.06018349016,292394.91682668414,1.152501787570901,228.86776415984258,False,False
2023-06-16,285715.46763774886,292394.91682668414,2.284393060394581,225.10193741766656,False,False
2023-06-20,284090.6638056568,292394.91682668414,2.840081185799027,223.25315100752192,False,False
2023-06-21,273559.9897696277,292394.91682668414,6.441605504455736,211.27080171529676,False,False
2023-06-22,275786.4573206119,292394.91682668414,5.680146456142674,213.80419243581684,False,False
2023-06-23,268114.1164071595,292394.91682668414,8.30411167302098,205.07420341522013,False,False
2023-06-26,266068.1619326376,292394.91682668414,9.00383466982485,202.74620987313185,False,False
2023-06-27,280089.03466283565,292394.91682668414,4.208651195924434,218.6998889880937,False,False
2023-06-28,275966.97039707436,292394.91682668414,5.618410404633464,214.00958961424882,False,False
2023-06-29,275305.0425807296,292394.91682668414,5.844791842289281,213.25641367560078,False,False
2023-06-30,282315.5022138199,292394.91682668414,3.4471921476113727,221.23327970861385,False,False
2023-07-03,286377.34891811106,292394.91682668414,2.058027538194164,225.85506040525036,False,False
2023-07-05,277651.89871867135,292394.91682668414,5.042159510848014,215.92678879947314,False,False
2023-07-06,272266.19638169056,292394.91682668414,6.884086995576874,209.7986562255404,False,False
2023-07-07,272687.48663206806,292394.91682668414,6.740004377811254,210.2780222106769,False,False
2023-07-10,279035.97191283095,292394.91682668414,4.5688020362445805,217.50165935397754,False,False
2023-07-11,279517.3401167308,292394.91682668414,4.4041725655533535,218.04938516312941,False,False
2023-07-12,289085.23120897764,292394.91682668414,1.1319231037344974,228.9362298859866,False,False
2023-07-13,300247.81735258165,300247.81735258165,0.0,241.63760168038434,False,False
2023-07-14,296306.2661632828,300247.81735258165,1.3127659758040093,237.1526994849714,False,False
2023-07-17,305091.88738821005,305091.88738821005,0.0,247.1494368168927,False,False
2023-07-18,306415.69648491696,306415.69648491696,0.0,248.65573574312444,False,False
2023-07-19,301361.0045920912,306415.69648491696,1.6496191124708188,242.90424408958012,False,False
2023-07-20,284481.79873931664,306415.69648491696,7.158216108775614,223.69820470298998,False,False
2023-07-21,286948.9503922508,306415.69648491696,6.353051203310144,226.505458328086,False,False
2023-07-24,287340.1318618932,306415.69648491696,6.225387550915725,226.95056497461832,False,False
2023-07-25,294771.7886733958,306415.69648491696,3.8000363379211892,235.4066910906392,False,False
2023-07-26,289626.77043836494,306415.69648491696,5.479133816951326,229.55242142128242,False,False
2023-07-27,297991.24102086236,306415.69648491696,2.749355062647479,239.06995162126003,False,False
2023-07-28,307137.8883987144,307137.8883987144,0.0,249.47748331004513,False,False
2023-07-31,307498.91455163923,307498.91455163923,0.0,249.88827766690895,False,False
2023-08-01,307228.1216689544,307498.91455163923,0.08806303693126565,249.580155423729,False,False
2023-08-02,289506.42838739,307498.91455163923,5.851235667118986,229.41548996899445,False,False
2023-08-03,288152.55704593053,307498.91455163923,6.291520584362846,227.8749846552228,False,False
2023-08-04,288333.07012239296,307498.91455163923,6.232816937644079,228.0803818336547,False,False
2023-08-07,293327.59098973125,307498.91455163923,4.608576775814324,233.76340776105505,False,False
2023-08-08,285595.03251480876,307498.91455163923,7.123238814929894,224.96490006325,False,False
2023-08-09,276448.43167293933,307498.91455163923,10.097753653528912,214.55742132552928,False,False
2023-08-10,275455.49341243954,307498.91455163923,10.420661544747842,213.42760446649285,False,False
2023-08-11,264142.5495090907,307498.91455163923,14.099680678797174,200.55514778333162,False,False
2023-08-14,277531.5101317138,307498.91455163923,9.745531773216355,215.78980439612087,False,False
2023-08-15,272085.6833052281,307498.91455163923,11.51653861869618,209.5932590471085,False,False
2023-08-16,265015.0526466504,307498.91455163923,13.815938819470002,201.5479272879515,False,False
2023-08-17,262036.3309371163,307498.91455163923,14.784632225714173,198.15858261297086,False,False
2023-08-18,263901.86540714087,307498.91455163923,14.17795220775551,200.2812848787557,False,False
2023-08-21,278674.89922392357,307498.91455163923,9.37369660954532,217.09081204604942,False,False
2023-08-22,274131.63777975,307498.91455163923,10.851185221431333,211.92125258919668,False,False
2023-08-23,283880.0884844419,307498.91455163923,7.680946159317557,223.01354744155017,False,False
2023-08-24,271995.49657097086,307498.91455163923,11.5458677414961,209.49063988448904,False,False
2023-08-25,272807.7821470604,307498.91455163923,11.281708898114847,210.4149007119005,False,False
2023-08-28,278343.9353157511,307498.91455163923,9.481327528716212,216.7142240767253,False,False
2023-08-29,289987.88966325496,307498.91455163923,5.694662341789695,229.96332168027496,False,False
2023-08-30,292364.80804594915,307498.91455163923,4.9216780253539945,232.66790319168712,False,False
2023-08-31,294260.311688761,307498.91455163923,4.305251900541275,234.8247059428832,False,False
2023-09-01,294230.2494440086,307498.91455163923,4.315028274807914,234.79049955534342,False,False
2023-09-05,295343.4832195007,307498.91455163923,3.952999752816117,236.05719491560347,False,False
2023-09-06,289867.45454031485,307498.91455163923,5.733828373681454,229.8262843258584,False,False
2023-09-07,279547.4023614832,307498.91455163923,9.089954750218167,218.08359155066924,False,False
