date,action,price,shares,leverage,vix,equity,entry,exit,pnl,shares_before,shares_after,qty_diff,notional_diff
2023-12-04,REBALANCE,156.6448211669922,,,,,,,,2106.0,1985.0,-121.0,18915.6809700327
2023-12-05,REBALANCE,156.6448211669922,,,,,,,,1985.0,2137.0,152.0,23959.751037915878
2023-12-06,REBALANCE,155.38201904296875,,,,,,,,2137.0,2155.0,18.0,2848.346359571151
2023-12-07,REBALANCE,158.93362426757812,,,,,,,,2155.0,1956.0,-199.0,31523.647888978012
2023-12-08,REBALANCE,160.2950439453125,,,,,,,,1956.0,2089.0,133.0,21362.61509736412
2023-12-11,REBALANCE,164.1426239013672,,,,,,,,2089.0,2040.0,-49.0,7994.220275560685
2023-12-12,REBALANCE,165.87893676757812,,,,,,,,2040.0,2018.0,-22.0,3493.3099514640053
2023-12-13,REBALANCE,167.83230590820312,,,,,,,,2018.0,1995.0,-23.0,3785.8722683585365
2023-12-14,REBALANCE,170.93008422851562,,,,,,,,1995.0,1959.0,-36.0,6105.796981493302
2023-12-15,REBALANCE,171.7390594482422,,,,,,,,1959.0,1950.0,-9.0,1537.0964047110756
2023-12-18,REBALANCE,172.039794921875,,,,,,,,1950.0,1946.0,-4.0,577.8790432608803
2023-12-19,REBALANCE,172.61544799804688,,,,,,,,1946.0,1940.0,-6.0,1009.940749803849
2023-12-20,REBALANCE,167.81175231933594,,,,,,,,1940.0,1853.0,-87.0,14576.487091858871
2023-12-21,REBALANCE,171.96038818359375,,,,,,,,1853.0,1808.0,-45.0,7664.286896546371
2023-12-26,REBALANCE,174.35231018066406,,,,,,,,1808.0,1920.0,112.0,19670.744247754745
2023-12-27,REBALANCE,174.5408935546875,,,,,,,,1920.0,1918.0,-2.0,218.79457060463028
2023-12-28,REBALANCE,174.50120544433594,,,,,,,,1918.0,1919.0,1.0,206.4090121590416
2023-12-29,REBALANCE,173.55831909179688,,,,,,,,1919.0,1929.0,10.0,1841.3067172371666
2024-01-02,REBALANCE,167.70257568359375,,,,,,,,1929.0,1854.0,-75.0,12519.956085999496
2024-01-03,REBALANCE,164.72506713867188,,,,,,,,1854.0,1742.0,-112.0,18343.37071418733
2024-01-04,REBALANCE,163.75242614746094,,,,,,,,1742.0,1752.0,10.0,1800.177412033372
2024-01-05,REBALANCE,164.83425903320312,,,,,,,,1752.0,1886.0,134.0,22188.690581480972
2024-01-08,REBALANCE,170.67015075683594,,,,,,,,1886.0,1822.0,-64.0,10905.59191973973
2024-01-09,REBALANCE,171.12669372558594,,,,,,,,1822.0,1957.0,135.0,23106.88508637779
2024-01-10,REBALANCE,171.28549194335938,,,,,,,,1957.0,1955.0,-2.0,305.98667875892716
2024-01-11,REBALANCE,172.2581329345703,,,,,,,,1955.0,1944.0,-11.0,1864.9288326895912
2024-01-12,REBALANCE,171.6527099609375,,,,,,,,1944.0,1951.0,7.0,1206.8528903328697
2024-01-16,REBALANCE,174.382080078125,,,,,,,,1951.0,1783.0,-168.0,29241.125824769028
2024-01-17,REBALANCE,173.33004760742188,,,,,,,,1783.0,1656.0,-127.0,21990.571123122878
2024-01-18,REBALANCE,178.95750427246094,,,,,,,,1656.0,1604.0,-52.0,9296.723314284987
2024-01-19,REBALANCE,185.7759704589844,,,,,,,,1604.0,1673.0,69.0,12993.655791441852
2024-01-22,REBALANCE,186.6394500732422,,,,,,,,1673.0,1666.0,-7.0,1269.4875648813322
2024-01-23,REBALANCE,187.5922393798828,,,,,,,,1666.0,1785.0,119.0,22371.050247510604
2024-01-24,REBALANCE,190.9270477294922,,,,,,,,1785.0,1628.0,-157.0,29826.467789490707
2024-01-25,REBALANCE,190.9270477294922,,,,,,,,1628.0,1628.0,0.0,149.07870403956622
2024-01-26,REBALANCE,186.8578186035156,,,,,,,,1628.0,1664.0,36.0,6773.783721129468
2024-01-29,REBALANCE,189.0512237548828,,,,,,,,1664.0,1644.0,-20.0,3602.9239204721525
2024-01-30,REBALANCE,187.17539978027344,,,,,,,,1644.0,1661.0,17.0,3261.955168883316
2024-01-31,REBALANCE,184.47579956054688,,,,,,,,1661.0,1556.0,-105.0,19357.399309158034
2024-02-01,REBALANCE,186.16305541992188,,,,,,,,1556.0,1670.0,114.0,21308.59817425441
2024-02-02,REBALANCE,189.78567504882812,,,,,,,,1670.0,1638.0,-32.0,5963.764923890121
2024-02-05,REBALANCE,193.4877014160156,,,,,,,,1638.0,1607.0,-31.0,5954.542511780688
2024-02-06,REBALANCE,191.29428100585935,,,,,,,,1607.0,1625.0,18.0,3568.40283123689
2024-02-07,REBALANCE,195.15509033203125,,,,,,,,1625.0,1716.0,91.0,17772.69926484459
2024-02-08,REBALANCE,197.93408203125,,,,,,,,1716.0,1691.0,-25.0,4755.16371122963
2024-02-09,REBALANCE,202.32095336914065,,,,,,,,1691.0,1655.0,-36.0,7225.011092821485
2024-02-12,REBALANCE,201.536865234375,,,,,,,,1655.0,1543.0,-112.0,22565.199555237778
2024-02-13,REBALANCE,197.80506896972656,,,,,,,,1543.0,1451.0,-92.0,18156.31765937776
2024-02-14,REBALANCE,201.7750701904297,,,,,,,,1451.0,1422.0,-29.0,5718.723085403151
2024-02-15,REBALANCE,201.1001739501953,,,,,,,,1422.0,1427.0,5.0,1092.4564037325908
2024-02-16,REBALANCE,200.23667907714844,,,,,,,,1427.0,1433.0,6.0,1319.162717819505
2024-02-20,REBALANCE,196.2964630126953,,,,,,,,1433.0,1462.0,29.0,5764.072263717942
2024-02-21,REBALANCE,195.03599548339844,,,,,,,,1462.0,1471.0,9.0,1914.2783641818096
2024-02-22,REBALANCE,208.35533142089844,,,,,,,,1471.0,1377.0,-94.0,19433.788759231276
2024-02-23,REBALANCE,207.05516052246097,,,,,,,,1377.0,1501.0,124.0,25863.35636822408
2024-02-26,REBALANCE,208.77218627929688,,,,,,,,1501.0,1489.0,-12.0,2388.739197571762
2024-02-27,REBALANCE,208.1667633056641,,,,,,,,1489.0,1493.0,4.0,1018.0018455190002
2024-02-28,REBALANCE,205.854248046875,,,,,,,,1493.0,1510.0,17.0,3637.9200736684725
2024-02-29,REBALANCE,210.3601837158203,,,,,,,,1510.0,1478.0,-32.0,6665.565003235824
2024-03-01,REBALANCE,218.8857421875,,,,,,,,1478.0,1420.0,-58.0,12534.814545472153
2024-03-04,REBALANCE,222.40911865234375,,,,,,,,1420.0,1398.0,-22.0,4842.6360786752775
2024-03-05,REBALANCE,219.00485229492188,,,,,,,,1398.0,1310.0,-88.0,19111.879747390456
2024-03-06,REBALANCE,224.6521759033203,,,,,,,,1310.0,1277.0,-33.0,7237.446672439284
2024-03-07,REBALANCE,232.41351318359375,,,,,,,,1277.0,1235.0,-42.0,9735.152574538894
2024-03-08,REBALANCE,223.30238342285156,,,,,,,,1235.0,1285.0,50.0,11278.460233688646
2024-03-11,REBALANCE,219.32244873046875,,,,,,,,1285.0,1308.0,23.0,5227.5571422579815
2024-03-12,REBALANCE,226.260009765625,,,,,,,,1308.0,1374.0,66.0,15030.219634215347
2024-03-13,REBALANCE,221.7838592529297,,,,,,,,1374.0,1402.0,28.0,6247.289794127457
2024-03-14,REBALANCE,217.81385803222656,,,,,,,,1402.0,1317.0,-85.0,18318.125200271315
2024-03-15,REBALANCE,216.2060089111328,,,,,,,,1317.0,1327.0,10.0,2313.590024948411
2024-03-18,REBALANCE,216.6427001953125,,,,,,,,1327.0,1325.0,-2.0,427.9593982693623
2024-03-19,REBALANCE,216.1663055419922,,,,,,,,1325.0,1438.0,113.0,24557.9575645132
2024-03-20,REBALANCE,219.6301116943359,,,,,,,,1438.0,1415.0,-23.0,4849.788208802172
2024-03-21,REBALANCE,224.6124725341797,,,,,,,,1415.0,1491.0,76.0,17073.072418531112
2024-03-22,REBALANCE,225.9324951171875,,,,,,,,1491.0,1376.0,-115.0,25887.037812073715
2024-03-25,REBALANCE,225.3766937255859,,,,,,,,1376.0,1379.0,3.0,859.9818412466557
2024-03-26,REBALANCE,223.2825164794922,,,,,,,,1379.0,1392.0,13.0,3071.722182433121
2024-03-27,REBALANCE,223.20310974121097,,,,,,,,1392.0,1500.0,108.0,24200.992294629687
2024-03-28,REBALANCE,223.30238342285156,,,,,,,,1500.0,1392.0,-108.0,23975.262726624496
2024-04-01,REBALANCE,226.2302398681641,,,,,,,,1392.0,1374.0,-18.0,3934.1814888315857
2024-04-02,REBALANCE,223.3222198486328,,,,,,,,1374.0,1285.0,-89.0,19787.82631111116
2024-04-03,REBALANCE,224.21546936035156,,,,,,,,1285.0,1280.0,-5.0,1059.9743671414326
2024-04-04,REBALANCE,218.2406311035156,,,,,,,,1280.0,1315.0,35.0,7708.895948410383
2024-04-05,REBALANCE,220.97000122070312,,,,,,,,1315.0,1299.0,-16.0,3518.647844314284
2024-04-08,REBALANCE,221.3868408203125,,,,,,,,1299.0,1296.0,-3.0,524.6024646756123
2024-04-09,REBALANCE,222.41905212402344,,,,,,,,1296.0,1290.0,-6.0,1198.1877918240498
2024-04-10,REBALANCE,220.4836578369141,,,,,,,,1290.0,1301.0,11.0,2632.9851512911264
2024-04-11,REBALANCE,225.60496520996097,,,,,,,,1301.0,1272.0,-29.0,6455.155977248913
2024-04-12,REBALANCE,219.02468872070312,,,,,,,,1272.0,1310.0,38.0,8457.49970817595
2024-04-15,REBALANCE,215.72959899902344,,,,,,,,1310.0,1330.0,20.0,4451.129072189622
2024-04-16,REBALANCE,217.51609802246097,,,,,,,,1330.0,1319.0,-11.0,2239.50660896278
2024-04-17,REBALANCE,210.80679321289065,,,,,,,,1319.0,1361.0,42.0,9002.743513107533
2024-04-18,REBALANCE,207.06509399414065,,,,,,,,1361.0,1386.0,25.0,5241.310834884876
2024-04-19,REBALANCE,197.71575927734375,,,,,,,,1386.0,1451.0,65.0,13022.861402511888
2024-04-22,REBALANCE,201.4971618652344,,,,,,,,1451.0,1424.0,-27.0,5315.478105544811
2024-04-23,REBALANCE,206.24131774902344,,,,,,,,1424.0,1391.0,-33.0,6630.73271369905
2024-04-24,REBALANCE,206.47950744628903,,,,,,,,1391.0,1390.0,-1.0,156.0910968777025
2024-04-25,REBALANCE,210.6083068847656,,,,,,,,1390.0,1362.0,-28.0,5688.642808913835
2024-04-26,REBALANCE,216.0074920654297,,,,,,,,1362.0,1328.0,-34.0,7145.300432204909
2024-04-29,REBALANCE,216.7419586181641,,,,,,,,1328.0,1324.0,-4.0,776.417284011608
2024-04-30,REBALANCE,212.484130859375,,,,,,,,1324.0,1350.0,26.0,5727.914503097825
2024-05-01,REBALANCE,206.2909393310547,,,,,,,,1350.0,1391.0,41.0,8564.135663986497
2024-05-02,REBALANCE,210.43959045410156,,,,,,,,1391.0,1364.0,-27.0,5664.566560744948
2024-05-03,REBALANCE,216.09683227539065,,,,,,,,1364.0,1439.0,75.0,16222.233184019977
2024-05-06,REBALANCE,220.9997711181641,,,,,,,,1439.0,1407.0,-32.0,7040.358231385297
2024-05-07,REBALANCE,219.07432556152344,,,,,,,,1407.0,1419.0,12.0,2740.736342589371
2024-05-08,REBALANCE,219.73928833007812,,,,,,,,1419.0,1415.0,-4.0,831.7377327280119
2024-05-09,REBALANCE,218.32994079589844,,,,,,,,1415.0,1533.0,118.0,25962.85482819908
2024-05-10,REBALANCE,221.62506103515625,,,,,,,,1533.0,1511.0,-22.0,4851.4975124991615
2024-05-13,REBALANCE,221.58534240722656,,,,,,,,1511.0,1403.0,-108.0,23837.13996966649
2024-05-14,REBALANCE,225.3766937255859,,,,,,,,1403.0,1379.0,-24.0,5225.188889344165
2024-05-15,REBALANCE,232.14553833007812,,,,,,,,1379.0,1442.0,63.0,14771.023697217635
2024-05-16,REBALANCE,230.45828247070312,,,,,,,,1442.0,1453.0,11.0,2578.8777316414635
2024-05-17,REBALANCE,228.52291870117188,,,,,,,,1453.0,1570.0,117.0,26777.328828335158
2024-05-20,REBALANCE,233.23728942871097,,,,,,,,1570.0,1435.0,-135.0,31282.82334868086
2024-05-21,REBALANCE,232.9097595214844,,,,,,,,1435.0,1540.0,105.0,24595.624787807756
2024-05-22,REBALANCE,234.8153533935547,,,,,,,,1540.0,1426.0,-114.0,26715.92317167885
2024-05-23,REBALANCE,238.02113342285156,,,,,,,,1426.0,1407.0,-19.0,4518.415206590958
2024-05-24,REBALANCE,242.4278259277344,,,,,,,,1407.0,1480.0,73.0,17725.178620815568
2024-05-28,REBALANCE,247.95603942871097,,,,,,,,1480.0,1350.0,-130.0,32075.217300096876
2024-05-29,REBALANCE,243.8073883056641,,,,,,,,1350.0,1177.0,-173.0,42083.07045173622
2024-05-30,REBALANCE,240.4527587890625,,,,,,,,1177.0,1193.0,16.0,4044.0066661837627
2024-05-31,REBALANCE,238.6761779785156,,,,,,,,1193.0,1403.0,210.0,50159.04072602629
2024-06-03,REBALANCE,241.65367126464844,,,,,,,,1403.0,1286.0,-117.0,28061.78837664891
2024-06-04,REBALANCE,240.78028869628903,,,,,,,,1286.0,1291.0,5.0,1334.8611442251713
2024-06-05,REBALANCE,252.5016937255859,,,,,,,,1291.0,1326.0,35.0,8920.034454663983
2024-06-06,REBALANCE,250.51670837402344,,,,,,,,1326.0,1336.0,10.0,2714.5657504402916
2024-06-07,REBALANCE,250.3181915283203,,,,,,,,1336.0,1337.0,1.0,474.6171725594322
2024-06-10,REBALANCE,253.94081115722656,,,,,,,,1337.0,1318.0,-19.0,4619.143462816544
2024-06-11,REBALANCE,253.5636749267578,,,,,,,,1318.0,1320.0,2.0,702.7975009285728
2024-06-12,REBALANCE,261.1165771484375,,,,,,,,1320.0,1282.0,-38.0,9774.16078154213
2024-06-13,REBALANCE,265.2056884765625,,,,,,,,1282.0,1352.0,70.0,18827.437074184767
2024-06-14,REBALANCE,265.8805847167969,,,,,,,,1352.0,1259.0,-93.0,24570.829482714005
2024-06-17,REBALANCE,270.4361572265625,,,,,,,,1259.0,1238.0,-21.0,5579.400893846818
2024-06-18,REBALANCE,274.6840515136719,,,,,,,,1238.0,1219.0,-19.0,5159.1347195304115
2024-06-20,REBALANCE,266.9028625488281,,,,,,,,1219.0,1165.0,-54.0,14376.277039368637
2024-06-21,REBALANCE,262.903076171875,,,,,,,,1165.0,1182.0,17.0,4696.2286674184725
2024-06-24,REBALANCE,253.8614196777344,,,,,,,,1182.0,1224.0,42.0,10914.114348570758
2024-06-25,REBALANCE,259.8064880371094,,,,,,,,1224.0,1289.0,65.0,16896.579696973495
2024-06-26,REBALANCE,258.95294189453125,,,,,,,,1289.0,1293.0,4.0,1109.3789523445885
2024-06-27,REBALANCE,256.9183044433594,,,,,,,,1293.0,1303.0,10.0,2704.353409131698
2024-06-28,REBALANCE,258.7445068359375,,,,,,,,1303.0,1294.0,-9.0,2244.371352831193
2024-07-01,REBALANCE,259.0522155761719,,,,,,,,1294.0,1292.0,-2.0,313.84590117103653
2024-07-02,REBALANCE,261.65252685546875,,,,,,,,1292.0,1279.0,-13.0,3155.3436428702553
2024-07-03,REBALANCE,267.5976257324219,,,,,,,,1279.0,1251.0,-28.0,7357.642257372208
2024-07-08,REBALANCE,272.1531677246094,,,,,,,,1251.0,1230.0,-21.0,5563.891769090958
2024-07-09,REBALANCE,272.7486572265625,,,,,,,,1230.0,1227.0,-3.0,581.1273342765053
2024-07-10,REBALANCE,279.1601867675781,,,,,,,,1227.0,1199.0,-28.0,7629.82810942299
2024-07-11,REBALANCE,268.9870910644531,,,,,,,,1199.0,1245.0,46.0,12384.198868116073
2024-07-12,REBALANCE,272.3913879394531,,,,,,,,1245.0,1229.0,-16.0,4227.556930223771
2024-07-15,REBALANCE,271.7760314941406,,,,,,,,1229.0,1144.0,-85.0,23034.43029864598
2024-07-16,REBALANCE,271.65692138671875,,,,,,,,1144.0,1144.0,0.0,202.79434124659747
2024-07-17,REBALANCE,252.31312561035156,,,,,,,,1144.0,1137.0,-7.0,1589.3119373318623
2024-07-18,REBALANCE,253.6232147216797,,,,,,,,1137.0,1131.0,-6.0,1312.6913776394795
2024-07-19,REBALANCE,246.2787322998047,,,,,,,,1131.0,1165.0,34.0,8515.657529831224
2024-07-22,REBALANCE,255.786865234375,,,,,,,,1165.0,1122.0,-43.0,10934.79423713655
2024-07-23,REBALANCE,252.9483184814453,,,,,,,,1122.0,1134.0,12.0,3248.8904247286846
2024-07-24,REBALANCE,239.17242431640625,,,,,,,,1134.0,1200.0,66.0,15835.374586105638
2024-07-25,REBALANCE,234.78558349609375,,,,,,,,1200.0,1222.0,22.0,5314.203565597825
2024-07-26,REBALANCE,238.50746154785156,,,,,,,,1222.0,1203.0,-19.0,4399.214250564284
2024-07-29,REBALANCE,236.8102874755859,,,,,,,,1203.0,1212.0,9.0,2174.1279277805006
2024-07-30,REBALANCE,227.7487640380859,,,,,,,,1212.0,1260.0,48.0,11025.401746750227
2024-07-31,REBALANCE,245.13735961914065,,,,,,,,1260.0,1171.0,-89.0,21816.16935920692
2024-08-01,REBALANCE,229.27720642089844,,,,,,,,1171.0,1252.0,81.0,18573.295042038255
2024-08-02,REBALANCE,216.7915802001953,,,,,,,,1252.0,1324.0,72.0,15633.845350265794
2024-08-05,REBALANCE,211.70997619628903,,,,,,,,1324.0,1355.0,31.0,6752.895277023665
2024-08-06,REBALANCE,215.828857421875,,,,,,,,1355.0,1330.0,-25.0,5391.1980457303
2024-08-07,REBALANCE,209.88377380371097,,,,,,,,1330.0,1367.0,37.0,7911.48460197472
2024-08-08,REBALANCE,223.2229766845703,,,,,,,,1367.0,1285.0,-82.0,18088.905366897292
2024-08-09,REBALANCE,223.16342163085935,,,,,,,,1285.0,1286.0,1.0,291.90696525608655
2024-08-12,REBALANCE,225.2576141357422,,,,,,,,1286.0,1274.0,-12.0,2624.388017654128
2024-08-13,REBALANCE,234.4183654785156,,,,,,,,1274.0,1224.0,-50.0,11592.093858718523
2024-08-14,REBALANCE,234.61685180664065,,,,,,,,1224.0,1223.0,-1.0,114.12285041785799
2024-08-15,REBALANCE,244.52200317382812,,,,,,,,1223.0,1173.0,-50.0,11993.506120681472
2024-08-16,REBALANCE,244.8594665527344,,,,,,,,1173.0,1172.0,-1.0,163.25050544715486
2024-08-19,REBALANCE,249.4547119140625,,,,,,,,1172.0,1150.0,-22.0,5304.018602370925
2024-08-20,REBALANCE,246.19932556152344,,,,,,,,1150.0,1165.0,15.0,3927.679365158372
2024-08-21,REBALANCE,248.75006103515625,,,,,,,,1165.0,1153.0,-12.0,2736.917345046706
2024-08-22,REBALANCE,240.6016387939453,,,,,,,,1153.0,1193.0,40.0,9643.21423149138
2024-08-23,REBALANCE,246.52685546875,,,,,,,,1193.0,1164.0,-29.0,7049.634813308425
2024-08-26,REBALANCE,240.75050354003903,,,,,,,,1164.0,1192.0,28.0,6823.317640304915
2024-08-27,REBALANCE,243.1721954345703,,,,,,,,1192.0,1180.0,-12.0,2804.3531970974873
2024-08-28,REBALANCE,239.08311462402344,,,,,,,,1180.0,1200.0,20.0,4938.828504562669
2024-08-29,REBALANCE,236.12545776367188,,,,,,,,1200.0,1215.0,15.0,3706.354444504075
2024-08-30,REBALANCE,241.6338348388672,,,,,,,,1215.0,1187.0,-28.0,6528.205568313308
2024-09-03,REBALANCE,223.50086975097656,,,,,,,,1187.0,1284.0,97.0,21761.371366501146
2024-09-04,REBALANCE,222.9649200439453,,,,,,,,1284.0,1287.0,3.0,769.946424484544
2024-09-05,REBALANCE,222.5778350830078,,,,,,,,1287.0,1289.0,2.0,599.2300090792705
2024-09-06,REBALANCE,213.38731384277344,,,,,,,,1289.0,1345.0,56.0,12000.656217575364
2024-09-09,REBALANCE,218.2108459472656,,,,,,,,1345.0,1315.0,-30.0,6436.684038161882
2024-09-10,REBALANCE,220.27525329589844,,,,,,,,1315.0,1303.0,-12.0,2605.05432319612
2024-09-11,REBALANCE,231.64927673339844,,,,,,,,1303.0,1239.0,-64.0,14782.103822707839
2024-09-12,REBALANCE,232.14553833007812,,,,,,,,1239.0,1236.0,-3.0,571.4182300564717
2024-09-13,REBALANCE,235.13296508789065,,,,,,,,1236.0,1220.0,-16.0,3567.4410877225455
2024-09-16,REBALANCE,232.0462951660156,,,,,,,,1220.0,1237.0,17.0,3960.423658371321
2024-09-17,REBALANCE,231.9668884277344,,,,,,,,1237.0,1237.0,0.0,113.86277580284514
2024-09-18,REBALANCE,229.32684326171875,,,,,,,,1237.0,1251.0,14.0,3379.5986461642315
2024-09-19,REBALANCE,239.28160095214844,,,,,,,,1251.0,1199.0,-52.0,12284.37903022737
2024-09-20,REBALANCE,236.11553955078125,,,,,,,,1199.0,1215.0,16.0,3954.3718395236065
2024-09-23,REBALANCE,237.15765380859375,,,,,,,,1215.0,1210.0,-5.0,1089.645616531081
2024-09-24,REBALANCE,241.5742645263672,,,,,,,,1210.0,1188.0,-22.0,5247.956315993972
2024-09-25,REBALANCE,243.69821166992188,,,,,,,,1188.0,1177.0,-11.0,2456.5717029568623
2024-09-26,REBALANCE,250.72511291503903,,,,,,,,1177.0,1144.0,-33.0,8046.554140090593
2024-09-27,REBALANCE,245.88172912597656,,,,,,,,1144.0,1167.0,23.0,5768.205640793138
2024-09-30,REBALANCE,243.60890197753903,,,,,,,,1167.0,1178.0,11.0,2765.3151531222975
2024-10-01,REBALANCE,237.0881805419922,,,,,,,,1178.0,1210.0,32.0,7767.027082443528
2024-10-02,REBALANCE,240.50238037109375,,,,,,,,1210.0,1193.0,-17.0,3950.9764881131123
2024-10-03,REBALANCE,242.71566772460935,,,,,,,,1193.0,1182.0,-11.0,2502.887834548601
2024-10-04,REBALANCE,245.9611358642578,,,,,,,,1182.0,1167.0,-15.0,3669.158830642409
2024-10-07,REBALANCE,246.3581390380859,,,,,,,,1167.0,1165.0,-2.0,443.04449653590564
2024-10-08,REBALANCE,250.62586975097656,,,,,,,,1165.0,1145.0,-20.0,4922.23449897737
2024-10-09,REBALANCE,253.23614501953125,,,,,,,,1145.0,1133.0,-12.0,2898.482286452956
2024-10-10,REBALANCE,252.73988342285156,,,,,,,,1133.0,1135.0,2.0,702.6158428195049
2024-10-11,REBALANCE,254.7646026611328,,,,,,,,1135.0,1126.0,-9.0,2100.920259475417
2024-10-14,REBALANCE,259.3201599121094,,,,,,,,1126.0,1106.0,-20.0,4937.596300124831
2024-10-15,REBALANCE,245.3060760498047,,,,,,,,1106.0,1170.0,64.0,15748.38364982634
2024-10-16,REBALANCE,245.4648895263672,,,,,,,,1170.0,1169.0,-1.0,137.01698493928416
2024-10-17,REBALANCE,249.69293212890625,,,,,,,,1169.0,1149.0,-20.0,4834.133897781081
2024-10-18,REBALANCE,249.6234436035156,,,,,,,,1149.0,1149.0,0.0,239.5670604709303
2024-10-21,REBALANCE,250.94346618652344,,,,,,,,1149.0,1143.0,-6.0,1277.1388874051045
2024-10-22,REBALANCE,249.80209350585935,,,,,,,,1143.0,1149.0,6.0,1533.1108837131178
2024-10-23,REBALANCE,247.14219665527344,,,,,,,,1149.0,1161.0,12.0,3090.5198040011455
2024-10-24,REBALANCE,248.184326171875,,,,,,,,1161.0,1156.0,-5.0,1085.0989246365498
2024-10-25,REBALANCE,251.0625762939453,,,,,,,,1156.0,1143.0,-13.0,3171.434434890456
2024-10-28,REBALANCE,249.32571411132812,,,,,,,,1143.0,1151.0,8.0,2077.6125316622783
2024-10-29,REBALANCE,254.99285888671875,,,,,,,,1151.0,1125.0,-26.0,6439.876817702956
2024-10-30,REBALANCE,248.79965209960935,,,,,,,,1125.0,1153.0,28.0,7157.295148849837
2024-10-31,REBALANCE,239.86717224121097,,,,,,,,1153.0,1196.0,43.0,10490.054166794056
2024-11-01,REBALANCE,242.9141540527344,,,,,,,,1196.0,1181.0,-15.0,3468.4244861600455
2024-11-04,REBALANCE,242.4377593994141,,,,,,,,1181.0,1184.0,3.0,737.9099102022592
2024-11-05,REBALANCE,246.44744873046875,,,,,,,,1184.0,1164.0,-20.0,4736.875535964675
2024-11-06,REBALANCE,252.8986968994141,,,,,,,,1164.0,1135.0,-29.0,7317.179430007702
2024-11-07,REBALANCE,259.0621032714844,,,,,,,,1135.0,1108.0,-27.0,6978.58345222444
2024-11-08,REBALANCE,257.39471435546875,,,,,,,,1108.0,1115.0,7.0,1863.5602550509502
2024-11-11,REBALANCE,251.6282958984375,,,,,,,,1115.0,1140.0,25.0,6491.353834152513
2024-11-12,REBALANCE,249.9708251953125,,,,,,,,1140.0,1148.0,8.0,2090.163038254075
2024-11-13,REBALANCE,245.77256774902344,,,,,,,,1148.0,1167.0,19.0,4909.995985031419
2024-11-14,REBALANCE,246.31842041015625,,,,,,,,1167.0,1165.0,-2.0,396.69285774201853
2024-11-15,REBALANCE,238.1501617431641,,,,,,,,1165.0,1205.0,40.0,9611.965330124134
2024-11-18,REBALANCE,239.7282257080078,,,,,,,,1205.0,1197.0,-8.0,1815.6082172390888
2024-11-19,REBALANCE,242.34841918945312,,,,,,,,1197.0,1184.0,-13.0,3034.1540088650654
