date,action,entry_price,shares,leverage,pnl,equity_before,exit_price,close_price,bull,ema_fast,ema_slow
2022-07-11,ENTER_SHORT,12.546656608581545,11955.376215318143,1.5,0.0,100000.0,,,,,
2022-07-11,EXIT_SHORT,12.546656608581545,11955.376215318143,,0.0,100000.0,12.546656608581545,,,,
2022-07-18,ENTER_SHORT,14.50008773803711,10344.764991077609,1.5,0.0,100000.0,,,,,
2022-07-18,EXIT_SHORT,14.50008773803711,10344.764991077609,,0.0,100000.0,14.50008773803711,,,,
2022-07-26,ENTER_SHORT,15.96759033203125,9394.028584206442,1.5,0.0,100000.0,,,,,
2022-07-26,EXIT_SHORT,15.96759033203125,9394.028584206442,,0.0,100000.0,15.96759033203125,,,,
2022-08-09,ENTER_SHORT,17.192129135131836,5816.6152204878235,1.0,0.0,100000.0,,,,,
2022-08-09,EXIT_SHORT,17.192129135131836,5816.6152204878235,,0.0,100000.0,17.192129135131836,,,,
2022-08-19,ENTER_SHORT,18.630475997924805,5367.549385809504,1.0,0.0,100000.0,,,,,
2022-08-19,EXIT_SHORT,18.630475997924805,5367.549385809504,,0.0,100000.0,18.630475997924805,,,,
2022-08-22,ENTER_SHORT,16.5604248046875,9057.73866124146,1.5,0.0,100000.0,,,,,
2022-08-22,EXIT_SHORT,16.5604248046875,9057.73866124146,,0.0,100000.0,16.5604248046875,,,,
2022-08-26,ENTER_SHORT,15.530253410339355,9658.567444890283,1.5,0.0,100000.0,,,,,
2022-08-26,EXIT_SHORT,15.530253410339355,9658.567444890283,,0.0,100000.0,15.530253410339355,,,,
2022-08-29,ENTER_SHORT,14.626429557800291,10255.407815505107,1.5,0.0,100000.0,,,,,
2022-08-29,EXIT_SHORT,14.626429557800291,10255.407815505107,,0.0,100000.0,14.626429557800291,,,,
2022-09-06,ENTER_SHORT,12.070446968078612,12427.046023787567,1.5,0.0,100000.0,,,,,
2022-09-06,EXIT_SHORT,12.070446968078612,12427.046023787567,,0.0,100000.0,12.070446968078612,,,,
2022-09-13,ENTER_SHORT,11.749735832214355,12766.244462172814,1.5,0.0,100000.0,,,,,
2022-09-13,EXIT_SHORT,11.749735832214355,12766.244462172814,,0.0,100000.0,11.749735832214355,,,,
2022-09-20,ENTER_SHORT,11.407934188842772,13148.743454945903,1.5,0.0,100000.0,,,,,
2022-09-20,EXIT_SHORT,11.407934188842772,13148.743454945903,,0.0,100000.0,11.407934188842772,,,,
2022-09-21,ENTER_SHORT,11.1154203414917,13494.766314871531,1.5,0.0,100000.0,,,,,
2022-09-21,EXIT_SHORT,11.1154203414917,13494.766314871531,,0.0,100000.0,11.1154203414917,,,,
2022-09-23,ENTER_SHORT,9.779619216918944,15338.020496799803,1.5,0.0,100000.0,,,,,
2022-09-23,EXIT_SHORT,9.779619216918944,15338.020496799803,,0.0,100000.0,9.779619216918944,,,,
2022-09-26,ENTER_SHORT,9.311602592468262,16108.934902497695,1.5,0.0,100000.0,,,,,
2022-09-26,EXIT_SHORT,9.311602592468262,16108.934902497695,,0.0,100000.0,9.311602592468262,,,,
2022-09-29,ENTER_SHORT,9.05809211730957,16559.77859988389,1.5,0.0,100000.0,,,,,
2022-09-29,EXIT_SHORT,9.05809211730957,16559.77859988389,,0.0,100000.0,9.05809211730957,,,,
2022-10-06,ENTER_SHORT,10.910664558410645,13748.01683224422,1.5,0.0,100000.0,,,,,
2022-10-06,EXIT_SHORT,10.910664558410645,13748.01683224422,,0.0,100000.0,10.910664558410645,,,,
2022-10-07,ENTER_SHORT,8.98008918762207,16703.620294412693,1.5,0.0,100000.0,,,,,
2022-10-07,EXIT_SHORT,8.98008918762207,16703.620294412693,,0.0,100000.0,8.98008918762207,,,,
2022-10-10,ENTER_SHORT,8.073305130004883,18579.75111612179,1.5,0.0,100000.0,,,,,
2022-10-10,EXIT_SHORT,8.073305130004883,18579.75111612179,,0.0,100000.0,8.073305130004883,,,,
2022-10-11,ENTER_SHORT,7.3810296058654785,20322.368017708475,1.5,0.0,100000.0,,,,,
2022-10-11,EXIT_SHORT,7.3810296058654785,20322.368017708475,,0.0,100000.0,7.3810296058654785,,,,
2022-11-09,ENTER_SHORT,9.0093412399292,16649.386010067345,1.5,0.0,100000.0,,,,,
2022-11-09,EXIT_SHORT,9.0093412399292,16649.386010067345,,0.0,100000.0,9.0093412399292,,,,
2022-11-14,ENTER_SHORT,12.451220512390137,12047.011764889705,1.5,0.0,100000.0,,,,,
2022-11-14,EXIT_SHORT,12.451220512390137,12047.011764889705,,0.0,100000.0,12.451220512390137,,,,
2022-11-28,ENTER_SHORT,11.54443645477295,12993.271745021713,1.5,0.0,100000.0,,,,,
2022-11-28,EXIT_SHORT,11.54443645477295,12993.271745021713,,0.0,100000.0,11.54443645477295,,,,
2022-12-05,ENTER_SHORT,12.275713920593262,8146.165725827471,1.0,0.0,100000.0,,,,,
2022-12-05,EXIT_SHORT,12.275713920593262,8146.165725827471,,0.0,100000.0,12.275713920593262,,,,
2022-12-06,ENTER_SHORT,11.427433967590332,13126.306432871914,1.5,0.0,100000.0,,,,,
2022-12-06,EXIT_SHORT,11.427433967590332,13126.306432871914,,0.0,100000.0,11.427433967590332,,,,
2022-12-09,ENTER_SHORT,12.01245403289795,12487.040498902386,1.5,0.0,100000.0,,,,,
2022-12-09,EXIT_SHORT,12.01245403289795,12487.040498902386,,0.0,100000.0,12.01245403289795,,,,
2022-12-13,ENTER_LONG,111.0514678955078,2701.450108541388,3.0,0.0,100000.0,,,,,
2022-12-14,STOP_EQUITY,111.0514678955078,2701.450108541388,,-2000.0,100000.0,,109.13957214355467,True,,
2022-12-15,ENTER_LONG,104.98410034179688,2800.424055098094,3.0,0.0,98000.0,,,,,
2022-12-15,ENTER_SHORT,11.1154203414917,13224.870988574101,1.5,0.0,98000.0,,,,,
2022-12-15,EXIT_SHORT,11.1154203414917,13224.870988574101,,0.0,98000.0,11.1154203414917,,,,
2022-12-16,STOP_EQUITY,104.98410034179688,2800.424055098094,,-1960.0,98000.0,,104.16959381103516,True,,
2022-12-19,ENTER_LONG,102.9368896484375,2798.9965597758223,3.0,0.0,96040.0,,,,,
2022-12-21,EXIT_BEAR,102.9368896484375,2798.9965597758223,,4998.076963898399,96040.0,,104.7225570678711,,105.16224877216743,105.18471622296813
2022-12-22,ENTER_SHORT,9.569879531860352,10557.92569044565,1.0,0.0,101038.0769638984,,,,,
2022-12-22,EXIT_SHORT,9.569879531860352,10557.92569044565,,0.0,101038.0769638984,9.569879531860352,,,,
2022-12-27,ENTER_SHORT,9.070836067199709,11138.783262686638,1.0,0.0,101038.0769638984,,,,,
2022-12-27,EXIT_SHORT,9.070836067199709,11138.783262686638,,0.0,101038.0769638984,9.070836067199709,,,,
2022-12-28,ENTER_SHORT,8.669645309448242,17481.351316723372,1.5,0.0,101038.0769638984,,,,,
2022-12-28,EXIT_SHORT,8.669645309448242,17481.351316723372,,0.0,101038.0769638984,8.669645309448242,,,,
2023-01-03,ENTER_SHORT,9.158902168273926,16547.519851324043,1.5,0.0,101038.0769638984,,,,,
2023-01-03,EXIT_SHORT,9.158902168273926,16547.519851324043,,0.0,101038.0769638984,9.158902168273926,,,,
2023-01-05,ENTER_SHORT,9.364391326904297,16184.406455806427,1.5,0.0,101038.0769638984,,,,,
2023-01-05,EXIT_SHORT,9.364391326904297,16184.406455806427,,0.0,101038.0769638984,9.364391326904297,,,,
2023-01-13,ENTER_LONG,111.37683868408205,2721.5194332411616,3.0,0.0,101038.0769638984,,,,,
2023-01-18,ENTER_SHORT,12.544567108154297,8054.329503185567,1.0,0.0,101038.0769638984,,,,,
2023-01-18,EXIT_SHORT,12.544567108154297,8054.329503185567,,0.0,101038.0769638984,12.544567108154297,,,,
2023-01-19,STOP_EQUITY,111.37683868408205,2721.5194332411616,,-2020.7615392779683,101038.0769638984,,108.614501953125,True,,
2023-01-20,ENTER_LONG,112.1463623046875,2648.7880673900836,3.0,0.0,99017.31542462044,,,,,
2023-01-30,ENTER_SHORT,13.503510475158691,7332.709194899691,1.0,0.0,99017.31542462044,,,,,
2023-01-30,EXIT_SHORT,13.503510475158691,7332.709194899691,,0.0,99017.31542462044,13.503510475158691,,,,
2023-02-06,ENTER_SHORT,15.75409698486328,6285.178739203994,1.0,0.0,99017.31542462044,,,,,
2023-02-06,EXIT_SHORT,15.75409698486328,6285.178739203994,,0.0,99017.31542462044,15.75409698486328,,,,
2023-02-08,ENTER_SHORT,16.13571548461914,6136.530823129941,1.0,0.0,99017.31542462044,,,,,
2023-02-08,EXIT_SHORT,16.13571548461914,6136.530823129941,,0.0,99017.31542462044,16.13571548461914,,,,
2023-02-16,ENTER_SHORT,15.93022918701172,6215.686809161008,1.0,0.0,99017.31542462044,,,,,
2023-02-16,EXIT_SHORT,15.93022918701172,6215.686809161008,,0.0,99017.31542462044,15.93022918701172,,,,
2023-02-21,ENTER_SHORT,13.708998680114746,10834.19559682148,1.5,0.0,99017.31542462044,,,,,
2023-02-21,EXIT_SHORT,13.708998680114746,10834.19559682148,,0.0,99017.31542462044,13.708998680114746,,,,
2023-02-24,ENTER_SHORT,14.002554893493652,7071.374915347003,1.0,0.0,99017.31542462044,,,,,
2023-02-24,EXIT_SHORT,14.002554893493652,7071.374915347003,,0.0,99017.31542462044,14.002554893493652,,,,
2023-03-07,ENTER_SHORT,14.335247039794922,6907.262578018116,1.0,0.0,99017.31542462044,,,,,
2023-03-07,EXIT_SHORT,14.335247039794922,6907.262578018116,,0.0,99017.31542462044,14.335247039794922,,,,
2023-03-09,ENTER_SHORT,14.589661598205566,10180.220571750506,1.5,0.0,99017.31542462044,,,,,
2023-03-09,EXIT_SHORT,14.589661598205566,10180.220571750506,,0.0,99017.31542462044,14.589661598205566,,,,
2023-03-10,ENTER_SHORT,13.748139381408691,10803.350840171077,1.5,0.0,99017.31542462044,,,,,
2023-03-10,EXIT_SHORT,13.748139381408691,10803.350840171077,,0.0,99017.31542462044,13.748139381408691,,,,
2023-03-15,ENTER_SHORT,14.374388694763184,10332.681012796114,1.5,0.0,99017.31542462044,,,,,
2023-03-15,EXIT_SHORT,14.374388694763184,10332.681012796114,,0.0,99017.31542462044,14.374388694763184,,,,
2023-03-17,ENTER_SHORT,15.78345012664795,9410.234894471343,1.5,0.0,99017.31542462044,,,,,
2023-03-17,EXIT_SHORT,15.78345012664795,9410.234894471343,,0.0,99017.31542462044,15.78345012664795,,,,
2023-03-22,ENTER_SHORT,15.915040969848633,9332.427947770673,1.5,0.0,99017.31542462044,,,,,
2023-03-22,EXIT_SHORT,15.915040969848633,9332.427947770673,,0.0,99017.31542462044,15.915040969848633,,,,
2023-04-04,ENTER_SHORT,16.454036712646484,6017.812963095935,1.0,0.0,99017.31542462044,,,,,
2023-04-04,EXIT_SHORT,16.454036712646484,6017.812963095935,,0.0,99017.31542462044,16.454036712646484,,,,
2023-04-25,ENTER_SHORT,12.935872077941896,7654.47546388957,1.0,0.0,99017.31542462044,,,,,
2023-04-25,EXIT_SHORT,12.935872077941896,7654.47546388957,,0.0,99017.31542462044,12.935872077941896,,,,
2023-05-02,ENTER_SHORT,14.062860488891602,7041.050823396508,1.0,0.0,99017.31542462044,,,,,
2023-05-02,EXIT_SHORT,14.062860488891602,7041.050823396508,,0.0,99017.31542462044,14.062860488891602,,,,
2023-05-03,ENTER_SHORT,13.563065528869627,7300.511467253284,1.0,0.0,99017.31542462044,,,,,
2023-05-03,EXIT_SHORT,13.563065528869627,7300.511467253284,,0.0,99017.31542462044,13.563065528869627,,,,
2023-05-09,ENTER_SHORT,13.66106414794922,7248.1407269787815,1.0,0.0,99017.31542462044,,,,,
2023-05-09,EXIT_SHORT,13.66106414794922,7248.1407269787815,,0.0,99017.31542462044,13.66106414794922,,,,
2023-05-19,ENTER_SHORT,17.042030334472656,5810.183028739715,1.0,0.0,99017.31542462044,,,,,
2023-05-19,EXIT_SHORT,17.042030334472656,5810.183028739715,,0.0,99017.31542462044,17.042030334472656,,,,
2023-05-23,ENTER_SHORT,16.581436157226562,5971.576556199956,1.0,0.0,99017.31542462044,,,,,
2023-05-23,EXIT_SHORT,16.581436157226562,5971.576556199956,,0.0,99017.31542462044,16.581436157226562,,,,
2023-05-24,ENTER_SHORT,15.709243774414062,6303.124252606722,1.0,0.0,99017.31542462044,,,,,
2023-05-24,EXIT_SHORT,15.709243774414062,6303.124252606722,,0.0,99017.31542462044,15.709243774414062,,,,
2023-05-31,ENTER_SHORT,20.726795196533203,4777.261244959966,1.0,0.0,99017.31542462044,,,,,
2023-05-31,EXIT_SHORT,20.726795196533203,4777.261244959966,,0.0,99017.31542462044,20.726795196533203,,,,
2023-06-15,ENTER_SHORT,25.430749893188477,3893.6058055897843,1.0,0.0,99017.31542462044,,,,,
2023-06-15,EXIT_SHORT,25.430749893188477,3893.6058055897843,,0.0,99017.31542462044,25.430749893188477,,,,
2023-06-23,ENTER_SHORT,21.485107421875,4608.648841280926,1.0,0.0,99017.31542462044,,,,,
2023-06-23,EXIT_SHORT,21.485107421875,4608.648841280926,,0.0,99017.31542462044,21.485107421875,,,,
2023-07-05,ENTER_SHORT,23.408851623535156,4229.9091393731105,1.0,0.0,99017.31542462044,,,,,
2023-07-05,EXIT_SHORT,23.408851623535156,4229.9091393731105,,0.0,99017.31542462044,23.408851623535156,,,,
2023-07-06,ENTER_SHORT,22.554943084716797,4390.04944737433,1.0,0.0,99017.31542462044,,,,,
2023-07-06,EXIT_SHORT,22.554943084716797,4390.04944737433,,0.0,99017.31542462044,22.554943084716797,,,,
2023-07-19,ENTER_SHORT,26.785226821899418,3696.713717714892,1.0,0.0,99017.31542462044,,,,,
2023-07-19,EXIT_SHORT,26.785226821899418,3696.713717714892,,0.0,99017.31542462044,26.785226821899418,,,,
2023-08-02,ENTER_SHORT,24.812402725219727,3990.6379289893453,1.0,0.0,99017.31542462044,,,,,
2023-08-02,EXIT_SHORT,24.812402725219727,3990.6379289893453,,0.0,99017.31542462044,24.812402725219727,,,,
2023-08-15,ENTER_SHORT,21.396774291992188,4627.674904327891,1.0,0.0,99017.31542462044,,,,,
2023-08-15,EXIT_SHORT,21.396774291992188,4627.674904327891,,0.0,99017.31542462044,21.396774291992188,,,,
2023-08-17,ENTER_SHORT,19.541732788085938,5066.967013538769,1.0,0.0,99017.31542462044,,,,,
2023-08-17,EXIT_SHORT,19.541732788085938,5066.967013538769,,0.0,99017.31542462044,19.541732788085938,,,,
2023-08-24,ENTER_SHORT,20.03248405456543,4942.837600914214,1.0,0.0,99017.31542462044,,,,,
2023-08-24,EXIT_SHORT,20.03248405456543,4942.837600914214,,0.0,99017.31542462044,20.03248405456543,,,,
2023-09-06,ENTER_SHORT,23.006437301635746,4303.896084665849,1.0,0.0,99017.31542462044,,,,,
2023-09-06,EXIT_SHORT,23.006437301635746,4303.896084665849,,0.0,99017.31542462044,23.006437301635746,,,,
2023-09-12,ENTER_SHORT,20.55267906188965,4817.73276984731,1.0,0.0,99017.31542462044,,,,,
2023-09-12,EXIT_SHORT,20.55267906188965,4817.73276984731,,0.0,99017.31542462044,20.55267906188965,,,,
2023-09-15,ENTER_SHORT,19.423952102661133,5097.691494567411,1.0,0.0,99017.31542462044,,,,,
2023-09-15,EXIT_SHORT,19.423952102661133,5097.691494567411,,0.0,99017.31542462044,19.423952102661133,,,,
2023-09-20,ENTER_SHORT,18.16826438903809,5450.015109003093,1.0,0.0,99017.31542462044,,,,,
2023-09-20,EXIT_SHORT,18.16826438903809,5450.015109003093,,0.0,99017.31542462044,18.16826438903809,,,,
2023-09-21,ENTER_SHORT,17.12614631652832,5781.646004569022,1.0,0.0,99017.31542462044,,,,,
2023-09-21,EXIT_SHORT,17.12614631652832,5781.646004569022,,0.0,99017.31542462044,17.12614631652832,,,,
2023-09-26,ENTER_SHORT,16.949180603027344,5842.011938142582,1.0,0.0,99017.31542462044,,,,,
2023-09-26,EXIT_SHORT,16.949180603027344,5842.011938142582,,0.0,99017.31542462044,16.949180603027344,,,,
2023-10-03,ENTER_SHORT,17.58821678161621,5629.752956429138,1.0,0.0,99017.31542462044,,,,,
2023-10-03,EXIT_SHORT,17.58821678161621,5629.752956429138,,0.0,99017.31542462044,17.58821678161621,,,,
2023-10-13,ENTER_SHORT,18.65983009338379,5306.442498623232,1.0,0.0,99017.31542462044,,,,,
2023-10-13,EXIT_SHORT,18.65983009338379,5306.442498623232,,0.0,99017.31542462044,18.65983009338379,,,,
2023-10-17,ENTER_SHORT,18.97443199157715,5218.46005554078,1.0,0.0,99017.31542462044,,,,,
2023-10-17,EXIT_SHORT,18.97443199157715,5218.46005554078,,0.0,99017.31542462044,18.97443199157715,,,,
2023-10-18,ENTER_SHORT,17.97163963317871,5509.642828683121,1.0,0.0,99017.31542462044,,,,,
2023-10-18,EXIT_SHORT,17.97163963317871,5509.642828683121,,0.0,99017.31542462044,17.97163963317871,,,,
2023-10-19,ENTER_SHORT,17.135976791381836,5778.32922103507,1.0,0.0,99017.31542462044,,,,,
2023-10-19,EXIT_SHORT,17.135976791381836,5778.32922103507,,0.0,99017.31542462044,17.135976791381836,,,,
2023-10-25,ENTER_SHORT,14.717473030090332,6727.874766420598,1.0,0.0,99017.31542462044,,,,,
2023-10-25,EXIT_SHORT,14.717473030090332,6727.874766420598,,0.0,99017.31542462044,14.717473030090332,,,,
2023-10-26,ENTER_SHORT,14.481521606445312,6837.493884658546,1.0,0.0,99017.31542462044,,,,,
2023-10-26,EXIT_SHORT,14.481521606445312,6837.493884658546,,0.0,99017.31542462044,14.481521606445312,,,,
2023-11-13,ENTER_SHORT,19.682287216186523,5030.7829744090695,1.0,0.0,99017.31542462044,,,,,
2023-11-13,EXIT_SHORT,19.682287216186523,5030.7829744090695,,0.0,99017.31542462044,19.682287216186523,,,,
2023-12-04,ENTER_SHORT,21.933656692504883,4514.400713605424,1.0,0.0,99017.31542462044,,,,,
2023-12-04,EXIT_SHORT,21.933656692504883,4514.400713605424,,0.0,99017.31542462044,21.933656692504883,,,,
2023-12-20,ENTER_SHORT,27.625988006591797,3584.2090209043045,1.0,0.0,99017.31542462044,,,,,
2023-12-20,EXIT_SHORT,27.625988006591797,3584.2090209043045,,0.0,99017.31542462044,27.625988006591797,,,,
2024-01-02,ENTER_SHORT,27.628942489624023,3583.8257458390285,1.0,0.0,99017.31542462044,,,,,
2024-01-02,EXIT_SHORT,27.628942489624023,3583.8257458390285,,0.0,99017.31542462044,27.628942489624023,,,,
2024-01-03,ENTER_SHORT,25.86518287658691,3828.2085959751953,1.0,0.0,99017.31542462044,,,,,
2024-01-03,EXIT_SHORT,25.86518287658691,3828.2085959751953,,0.0,99017.31542462044,25.86518287658691,,,,
2024-01-17,ENTER_SHORT,28.01322555541992,3534.663126483942,1.0,0.0,99017.31542462044,,,,,
2024-01-17,EXIT_SHORT,28.01322555541992,3534.663126483942,,0.0,99017.31542462044,28.01322555541992,,,,
2024-01-31,ENTER_SHORT,31.629423141479492,3130.5444611402677,1.0,0.0,99017.31542462044,,,,,
2024-01-31,EXIT_SHORT,31.629423141479492,3130.5444611402677,,0.0,99017.31542462044,31.629423141479492,,,,
2024-02-13,ENTER_SHORT,36.2999382019043,2727.7543800178146,1.0,0.0,99017.31542462044,,,,,
2024-02-13,EXIT_SHORT,36.2999382019043,2727.7543800178146,,0.0,99017.31542462044,36.2999382019043,,,,
2024-02-20,ENTER_SHORT,35.88609313964844,2759.2113479531163,1.0,0.0,99017.31542462044,,,,,
2024-02-20,EXIT_SHORT,35.88609313964844,2759.2113479531163,,0.0,99017.31542462044,35.88609313964844,,,,
2024-02-28,ENTER_SHORT,39.21654510498047,2524.886247872083,1.0,0.0,99017.31542462044,,,,,
2024-02-28,EXIT_SHORT,39.21654510498047,2524.886247872083,,0.0,99017.31542462044,39.21654510498047,,,,
2024-03-05,ENTER_SHORT,46.15333938598633,2145.398723947705,1.0,0.0,99017.31542462044,,,,,
2024-03-05,EXIT_SHORT,46.15333938598633,2145.398723947705,,0.0,99017.31542462044,46.15333938598633,,,,
2024-03-08,ENTER_SHORT,48.23240661621094,2052.9208963697174,1.0,0.0,99017.31542462044,,,,,
2024-03-08,EXIT_SHORT,48.23240661621094,2052.9208963697174,,0.0,99017.31542462044,48.23240661621094,,,,
2024-03-11,ENTER_SHORT,46.08436965942383,2148.609521110642,1.0,0.0,99017.31542462044,,,,,
2024-03-11,EXIT_SHORT,46.08436965942383,2148.609521110642,,0.0,99017.31542462044,46.08436965942383,,,,
2024-03-14,ENTER_SHORT,42.89186096191406,2308.5339083921567,1.0,0.0,99017.31542462044,,,,,
2024-03-14,EXIT_SHORT,42.89186096191406,2308.5339083921567,,0.0,99017.31542462044,42.89186096191406,,,,
2024-04-02,ENTER_SHORT,45.24464416503906,2188.486996680416,1.0,0.0,99017.31542462044,,,,,
